customer_id,region,device_type,tenure_months,site_visits_1m,site_visits_3m,site_visits_6m,days_since_last_visit,orders_1m,orders_3m,orders_6m,avg_order_value,cart_abandonment_rate,returns_6m,delivery_delay_flag,avg_product_rating,support_tickets_30d,offer_sent,early_warning_flag,churn_flag,lifetime_value,ltv_6m
ECOM_4816,APAC,Desktop,11,16,46,109,10,2,12,16,40.55772720867045,0.020151969139986847,0,0,3,1,1,0,0,513.3720997808774,81.1154544173409
ECOM_4817,APAC,Mobile,20,10,57,112,41,3,5,15,109.83445870215074,0.39548748165319836,2,1,5,0,0,0,0,1731.2837131494891,329.5033761064522
ECOM_4818,EU,Mobile,15,15,57,115,32,2,7,18,61.53279321613714,0.9745598785569464,1,0,5,0,0,0,1,1000.7974512897817,73.83935185936456
ECOM_4819,APAC,Mobile,4,17,43,89,19,1,9,12,23.23850878104841,0.8117829692156925,0,0,5,2,1,0,0,440.5196212575821,23.23850878104841
ECOM_4820,EU,Mobile,36,13,62,110,1,4,6,12,173.2019971044691,0.02809627331171638,1,0,5,0,1,0,1,2036.6441354098579,415.6847930507258
ECOM_4821,EU,Mobile,61,13,65,117,1,5,3,14,83.52701642232783,0.5218165919146652,1,0,2,1,0,0,1,1153.7621859622452,250.58104926698348
ECOM_4822,NA,Mobile,57,14,49,123,38,5,5,18,246.40202879800293,0.2053196031397977,0,0,4,0,1,0,1,4476.618078069562,739.2060863940088
ECOM_4823,NA,Mobile,43,12,74,100,13,4,9,13,36.56664898657788,0.4672900973064251,0,0,3,2,0,0,1,311.214028748186,87.75995756778691
ECOM_4824,APAC,Mobile,2,17,49,103,26,3,13,17,36.00534755609592,0.5979865173255199,0,0,4,1,0,0,0,677.8763876353144,108.01604266828775
ECOM_4825,NA,Mobile,54,17,68,98,40,2,7,14,183.52664932579518,0.7027456415931492,1,0,1,2,0,0,1,2564.8098415064323,220.2319791909542
ECOM_4826,NA,Desktop,65,23,56,106,31,3,9,6,46.04951982563143,0.4789404061793545,2,1,3,1,1,0,1,128.74630599167898,82.88913568613657
ECOM_4827,APAC,Mobile,66,18,59,94,11,3,7,19,174.73350408843112,0.19898368647534126,0,0,2,3,0,0,1,3393.5194605729325,314.520307359176
ECOM_4828,APAC,Desktop,40,18,57,128,2,6,9,14,97.62180820327195,0.49239071404903145,1,1,2,1,0,0,0,1261.1427427207561,585.7308492196318
ECOM_4829,EU,Desktop,39,12,46,116,5,2,6,14,39.10605992449566,0.2573005315466883,0,0,4,2,0,0,1,617.3378939442083,46.92727190939479
ECOM_4830,NA,Desktop,59,7,52,107,17,2,4,15,84.73499204859644,0.23124282041679423,0,0,5,3,0,0,0,1169.3245626499345,169.46998409719288
ECOM_4831,APAC,Mobile,31,20,54,139,16,1,9,19,33.90147718680773,0.9821504714661495,1,1,4,1,1,0,1,546.3352643031417,20.34088631208464
ECOM_4832,APAC,Desktop,22,16,44,121,28,5,8,18,6.106749245193561,0.25238139525214476,0,0,4,0,0,0,1,231.45381269457198,18.320247735580683
ECOM_4833,NA,Mobile,42,10,56,118,8,5,8,12,11.778404301287805,0.739383914010882,1,1,4,0,0,0,1,201.30387254070573,35.335212903863415
ECOM_4834,EU,Mobile,32,16,68,108,29,5,12,13,77.90968550923849,0.22707968789695876,2,0,4,0,0,0,1,1068.877452549336,233.72905652771544
ECOM_4835,EU,Mobile,50,15,43,97,26,2,7,19,85.75873683449848,0.19391116347386228,5,0,4,4,1,1,0,1636.7415691903605,171.51747366899696
ECOM_4836,APAC,Mobile,36,19,53,102,7,2,7,17,97.40046664689449,0.5780262344819886,0,0,5,0,0,0,1,1690.9208532442055,116.88055997627337
ECOM_4837,EU,Mobile,10,23,43,107,15,2,5,9,88.28813700055285,0.8243279963388496,0,0,5,0,0,0,1,824.5364813463837,105.94576440066342
ECOM_4838,EU,Desktop,41,13,49,116,2,0,7,18,80.49971616964817,0.2744268801793617,1,0,1,1,0,0,0,1473.8858441396842,0.0
ECOM_4839,NA,Mobile,11,15,51,107,21,2,6,15,107.21738327020621,0.03141551073897453,1,0,4,1,0,0,0,1541.8992544943244,214.43476654041243
ECOM_4840,NA,Mobile,7,20,45,95,40,1,7,14,167.11735828222453,0.7637805550502882,1,0,2,1,1,0,1,2456.442409046267,100.27041496933471
ECOM_4841,APAC,Mobile,6,17,65,112,13,2,4,13,23.2788587412593,0.4257457502824695,0,0,3,2,1,0,1,317.09814882268046,27.934630489511157
ECOM_4842,APAC,Mobile,21,26,65,116,40,2,8,12,70.42401927097534,0.16735973553408823,3,0,3,0,0,0,0,878.3449330483611,140.84803854195067
ECOM_4843,APAC,Mobile,7,15,50,118,25,4,3,19,78.84103641975118,0.5457706262634249,2,0,5,0,0,0,0,1532.3148088513676,315.3641456790047
ECOM_4844,EU,Desktop,28,20,62,104,14,3,10,10,61.964805533652736,0.7752379467506713,0,0,5,1,0,1,1,583.2783089994404,111.53664996057492
ECOM_4845,NA,Mobile,22,20,53,109,20,2,7,20,175.44790377230655,0.934373124566611,0,0,5,0,0,0,1,3496.078610467307,210.53748452676786
ECOM_4846,NA,Mobile,57,20,49,124,39,3,3,10,252.8837539810618,0.988796120718738,1,0,4,0,0,0,1,2683.208371968718,455.19075716591124
ECOM_4847,NA,Mobile,62,13,60,121,36,2,9,11,111.23252718439083,0.4364311863364281,0,0,5,0,1,0,0,1295.0047876473018,222.46505436878167
ECOM_4848,EU,Desktop,71,24,60,80,12,1,5,15,210.53547353506647,0.4747226508043555,2,0,4,2,0,0,1,3215.8887694466985,126.32128412103988
ECOM_4849,EU,Mobile,37,16,64,120,20,3,6,10,133.87897620732363,0.5323830137309479,1,1,5,1,0,0,1,1299.682681404503,240.98215717318254
ECOM_4850,EU,Mobile,63,19,52,103,24,1,3,15,202.75283319599362,0.03517130846499661,0,0,4,0,0,0,0,3021.834326274217,202.75283319599362
ECOM_4851,APAC,Desktop,63,11,51,107,36,4,4,19,26.13587147903955,0.6897846817260601,3,0,5,0,0,0,1,482.9627155957953,62.72609154969492
ECOM_4852,NA,Mobile,3,14,45,133,35,3,6,13,110.3906374139429,0.05173043068681582,1,1,1,1,0,0,0,1388.6510131831803,331.1719122418287
ECOM_4853,NA,Desktop,60,22,65,128,42,1,6,17,85.90329361874848,0.49954765006688595,2,0,2,2,1,0,0,1381.052832808744,85.90329361874848
ECOM_4854,NA,Mobile,44,20,55,125,0,4,7,15,64.76603354417647,0.449012443516826,0,0,5,0,0,0,0,899.4933741702763,259.06413417670586
ECOM_4855,APAC,Mobile,42,12,43,119,3,2,9,15,51.51403266404177,0.760740632729007,2,1,4,0,0,0,1,874.8016006134549,61.816839196850125
ECOM_4856,NA,Mobile,20,21,52,100,7,2,7,14,45.22448737472066,0.008289733628406015,2,0,4,2,0,0,1,607.0964799358642,54.26938484966479
ECOM_4857,EU,Desktop,67,16,52,111,33,4,7,13,58.21041384893654,0.1675038064289921,0,0,4,2,1,0,0,775.280677002833,232.84165539574616
ECOM_4858,APAC,Mobile,70,14,67,110,40,3,8,19,69.47982975526644,0.9819385035019623,1,0,4,0,0,1,1,1316.6248291091601,125.06369355947957
ECOM_4859,NA,Desktop,32,17,52,118,14,4,8,15,113.62914813099016,0.6883324264684055,2,0,4,1,0,1,1,1584.014394973724,272.70995551437636
ECOM_4860,APAC,Desktop,51,24,65,98,35,3,9,12,13.519611544331147,0.6257274769876147,1,0,5,1,1,0,1,229.01460624540283,24.33530077979606
ECOM_4861,NA,Desktop,67,16,50,101,34,2,11,12,68.78074758800992,0.38282880519879237,2,0,4,0,0,0,0,879.0368285678294,137.56149517601983
ECOM_4862,EU,Desktop,11,27,66,110,15,5,7,15,73.50030727151457,0.6311978465350353,1,0,5,1,0,0,1,1076.5707217284105,220.5009218145437
ECOM_4863,APAC,Mobile,28,13,61,117,37,0,3,10,84.01926492531592,0.037681952065798274,0,0,5,0,1,1,1,938.4656056740453,0.0
ECOM_4864,NA,Mobile,69,13,52,106,21,4,8,19,111.73545680502706,0.9723886750298834,0,0,2,1,1,0,1,2122.928930970756,268.16509633206493
ECOM_4865,EU,Mobile,57,20,58,88,35,5,2,15,59.5465864476722,0.7659981234363343,0,0,5,1,0,0,1,764.2297021841858,178.6397593430166
ECOM_4866,APAC,Mobile,25,22,57,107,1,5,15,18,19.504421374938506,0.6342349844555107,0,0,5,0,0,0,1,359.65682695428313,58.513264124815514
ECOM_4867,NA,Desktop,28,20,53,104,10,3,8,8,16.225943938283045,0.12537253396917813,1,0,4,0,0,0,0,188.49562446934806,48.677831814849135
ECOM_4868,APAC,Mobile,66,18,46,112,36,1,4,13,76.0645481088095,0.6955865160694968,1,1,4,0,1,1,0,955.6365379535979,76.0645481088095
ECOM_4869,NA,Mobile,53,29,46,116,25,2,9,10,29.850489707409338,0.37044526043704107,2,1,5,1,1,1,1,401.3763622519176,35.820587648891205
ECOM_4870,APAC,Mobile,52,20,66,107,4,3,7,25,98.4747621007705,0.34618946970761455,1,0,2,1,0,0,1,2476.0260877284363,177.25457178138691
ECOM_4871,EU,Desktop,37,22,63,107,27,3,5,13,176.83792665295957,0.23216872451618953,0,0,1,1,0,0,1,2303.2139588264013,318.30826797532717
ECOM_4872,NA,Desktop,60,16,55,102,19,5,6,8,31.089253299126742,0.11477014958623599,2,1,5,2,0,0,0,366.09843219996316,155.44626649563372
ECOM_4873,NA,Mobile,25,16,54,102,3,3,10,15,26.854407916526572,0.17239530880889453,1,0,4,1,1,0,0,402.3857904227908,80.56322374957972
ECOM_4874,EU,Desktop,4,16,50,119,9,3,8,9,58.497670850386,0.3772799602168543,0,0,4,2,0,0,1,598.1408182873521,105.2958075306948
ECOM_4875,NA,Desktop,43,21,60,107,1,3,6,14,255.62008284618983,0.9945232396418995,0,0,5,1,1,0,1,3529.6503733719182,460.1161491231417
ECOM_4876,APAC,Mobile,47,9,57,114,11,3,7,5,276.91101691456197,0.3950084765660954,2,0,4,2,1,0,0,1310.7992057283225,830.7330507436859
ECOM_4877,NA,Mobile,17,15,68,112,6,1,7,11,7.84456492101614,0.7461461437461706,2,0,4,2,1,0,1,133.42999234559082,4.706738952609684
ECOM_4878,NA,Mobile,15,17,55,91,22,4,7,15,326.4474983613469,0.3645816375783302,1,1,4,0,1,1,1,4914.956463857358,783.4739960672325
ECOM_4879,APAC,Mobile,18,22,54,89,31,0,5,14,33.95365651954775,0.09056060387553033,1,0,4,0,1,0,1,497.2804890034636,0.0
ECOM_4880,EU,Desktop,46,17,41,106,30,5,6,26,44.37882244770363,0.7142972359351681,1,0,4,1,1,0,1,981.8625788683426,133.13646734311087
ECOM_4881,EU,Mobile,65,15,75,97,25,3,5,14,49.54773142156386,0.8326467522779775,1,1,3,4,0,0,1,667.0585431014443,89.18591655881494
ECOM_4882,APAC,Mobile,34,23,68,132,16,3,7,13,30.60371187153595,0.5405221490739437,1,0,4,0,0,0,1,477.61667944040164,55.08668136876471
ECOM_4883,NA,Mobile,50,17,56,95,42,5,8,11,101.60249355568803,0.49837419355738277,0,0,5,1,0,0,1,1234.8308517488701,304.8074806670641
ECOM_4884,EU,Desktop,19,23,48,114,15,2,6,12,19.98494188215553,0.7688951559295643,2,0,5,1,0,1,0,222.6972746629824,39.96988376431106
ECOM_4885,NA,Mobile,23,15,67,96,2,2,4,16,52.62045633790877,0.10623295096626217,2,1,4,1,0,1,1,858.4972768173434,63.14454760549052
ECOM_4886,APAC,Mobile,4,10,56,110,33,2,4,17,40.85688906502305,0.4916007261882972,0,0,2,0,0,0,1,586.1193299026497,49.02826687802766
ECOM_4887,NA,Desktop,37,21,56,106,21,1,7,23,118.94230314820945,0.048233374510207816,0,0,3,0,0,1,1,2763.377207056033,71.36538188892567
ECOM_4888,EU,Mobile,1,17,65,122,13,2,10,13,46.83402000344806,0.7919974673391542,2,0,4,1,1,0,1,540.2207670271516,56.20082400413767
ECOM_4889,APAC,Mobile,51,18,67,114,2,2,5,13,166.9172655074183,0.700547668117746,2,0,4,0,1,1,1,2194.5353263088004,200.30071860890197
ECOM_4890,APAC,Mobile,61,17,61,104,39,4,7,15,109.28218775194657,0.9536936235700044,0,0,2,0,1,0,1,1544.038907182608,262.27725060467174
ECOM_4891,NA,Desktop,45,16,65,104,17,0,8,14,158.56863642300362,0.1593567541527191,0,0,5,1,1,0,1,2389.169764075521,0.0
ECOM_4892,NA,Mobile,47,22,68,113,30,5,5,12,27.09170184661687,0.40324988894975256,2,0,4,3,0,1,0,409.3111379886708,135.45850923308436
ECOM_4893,EU,Desktop,11,13,52,117,13,4,6,16,30.55284257989856,0.4036429868900592,0,0,5,0,0,0,1,409.65414038776316,73.32682219175653
ECOM_4894,NA,Desktop,1,21,62,124,18,2,8,14,144.46493110206293,0.8812883818212929,1,0,3,4,0,1,1,1964.3430021425502,173.35791732247552
ECOM_4895,NA,Mobile,16,18,61,118,43,2,7,20,13.873557628751142,0.6774266235342988,1,0,5,0,0,0,1,318.305169849923,16.64826915450137
ECOM_4896,NA,Mobile,71,16,67,106,3,4,3,9,152.6986499809675,0.5405688687522576,0,0,4,0,0,0,0,1334.5858420742936,610.79459992387
ECOM_4897,APAC,Desktop,45,19,58,109,33,4,6,16,51.869766901291,0.3884378437452889,1,0,4,0,0,0,0,892.9197656808806,207.479067605164
ECOM_4898,EU,Mobile,38,11,51,114,34,3,7,20,176.58749422409562,0.19385490021714102,1,0,4,1,0,0,1,3582.7909186012635,317.85748960337213
ECOM_4899,EU,Mobile,4,16,48,118,2,1,5,13,144.29056785793165,0.00886405883261654,2,0,5,0,0,0,0,1809.4624398012097,144.29056785793165
ECOM_4900,NA,Mobile,7,15,50,112,19,4,4,16,280.57358938777776,0.9852687509584072,2,0,1,0,0,1,1,4407.779977694408,673.3766145306666
ECOM_4901,NA,Desktop,22,18,56,120,2,4,6,16,69.78906463852259,0.6368262295172844,0,0,2,0,0,1,0,1094.649232932176,279.15625855409036
ECOM_4902,APAC,Mobile,47,33,57,117,37,3,6,12,63.34950725995042,0.11119097403166756,0,0,4,2,0,0,1,649.6484401720891,114.02911306791076
ECOM_4903,NA,Mobile,42,16,58,109,41,0,6,15,73.99575145103306,0.9859586511374705,2,0,4,2,0,0,1,1108.3758492015843,0.0
ECOM_4904,NA,Mobile,61,30,51,124,1,3,7,18,38.749195853669185,0.09006086242527145,0,0,5,2,0,0,1,716.2462752879356,69.74855253660452
ECOM_4905,NA,Mobile,20,26,57,125,33,5,6,12,254.89349343826512,0.550813877943688,1,0,4,1,0,1,1,3152.3483091145645,764.6804803147953
ECOM_4906,NA,Desktop,1,20,53,108,17,2,2,8,33.314880520401864,0.19262814284387175,0,0,5,1,0,0,1,317.67846911081335,39.977856624482236
ECOM_4907,NA,Mobile,32,11,58,92,36,5,5,13,162.1369835800378,0.6494393631701801,0,0,2,1,1,0,1,2014.3561670014246,486.4109507401134
ECOM_4908,APAC,Mobile,58,15,55,100,32,3,8,12,74.09973991823216,0.8823687700649758,2,0,5,1,0,0,0,891.0012348547231,222.29921975469648
ECOM_4909,NA,Desktop,1,15,59,108,13,0,3,17,56.59338586117375,0.7167659703951005,1,1,2,2,1,0,0,961.2854983753393,0.0
ECOM_4910,EU,Mobile,22,16,51,104,39,4,4,14,24.641303614497712,0.9643682412489901,1,0,1,3,0,0,1,252.50019360905048,59.139128674794506
ECOM_4911,NA,Desktop,25,17,65,99,30,1,7,22,47.586255457852005,0.1466942893129196,1,0,2,0,0,0,0,1009.9572958171287,47.586255457852005
ECOM_4912,EU,Mobile,39,16,54,97,9,2,9,8,29.99451900046774,0.9464153145186188,0,0,2,1,0,0,1,257.2475603173481,35.993422800561284
ECOM_4913,EU,Mobile,64,17,65,111,0,4,9,12,175.08475776885237,0.027499335760317933,3,0,4,2,0,0,1,2074.6203060417433,420.2034186452457
ECOM_4914,APAC,Desktop,49,16,49,96,34,3,11,8,102.23596119432605,0.9891567138992206,2,0,3,0,0,0,1,705.6826739617928,184.0247301497869
ECOM_4915,EU,Mobile,52,20,58,117,17,1,3,18,207.61686901507727,0.4190960571367921,1,0,3,0,0,0,1,3701.7297126854423,124.57012140904635
ECOM_4916,EU,Mobile,36,17,48,109,20,1,10,16,33.16180381555025,0.03548106756256597,2,1,2,0,0,0,1,661.194231096308,19.89708228933015
ECOM_4917,APAC,Desktop,9,11,41,121,3,2,5,9,218.59990510789387,0.726155598880461,0,0,4,0,1,0,1,1979.6486524490176,262.31988612947265
ECOM_4918,EU,Mobile,10,24,40,101,1,5,4,13,42.32633068623932,0.059948936993417745,0,0,3,3,1,0,0,665.6715577132073,211.63165343119658
ECOM_4919,APAC,Mobile,58,22,62,117,38,7,5,19,50.30136226142023,0.08771556420684945,3,1,2,2,0,0,1,1059.8070011712286,211.26572149796496
ECOM_4920,APAC,Mobile,66,16,45,109,2,3,6,13,40.01860538402819,0.92124721586918,2,0,5,1,1,0,0,508.3094333826564,120.05581615208457
ECOM_4921,EU,Desktop,35,21,50,100,2,2,6,20,241.14722681581682,0.012255532800601765,3,1,5,1,0,0,1,4758.888680497204,289.3766721789802
ECOM_4922,APAC,Mobile,65,15,46,107,15,5,8,15,7.679299475529654,0.2796825064386804,1,0,4,0,0,1,0,199.552148026763,38.396497377648274
ECOM_4923,APAC,Desktop,34,11,42,139,2,4,8,10,48.759428014180365,0.6001145237708739,0,0,3,2,0,0,1,586.2755124965756,117.02262723403287
ECOM_4924,NA,Mobile,29,15,58,125,39,4,7,14,65.34894772176446,0.30004593273451796,0,0,4,1,1,0,1,874.0551655538779,156.8374745322347
ECOM_4925,NA,Mobile,60,14,41,125,26,7,7,14,137.2988217937234,0.4856286289474687,2,0,5,0,1,0,1,1830.2023318156996,576.6550515336382
ECOM_4926,NA,Mobile,9,11,54,112,37,2,11,12,106.63926089534586,0.8065293470710815,1,0,5,2,1,1,1,1231.4282126026967,127.96711307441502
ECOM_4927,EU,Mobile,24,16,55,102,9,5,4,24,85.11585730176412,0.6939009931797775,3,0,5,2,0,0,1,2108.84664764707,255.34757190529234
ECOM_4928,NA,Mobile,65,13,52,114,36,4,12,17,55.641367724386136,0.3713259797100933,0,0,1,1,1,1,0,960.9673901863847,222.56547089754454
ECOM_4929,NA,Mobile,40,20,59,115,33,0,8,16,62.88963635110743,0.7645820755258099,1,0,3,1,0,0,1,1008.3864408976998,0.0
ECOM_4930,NA,Mobile,57,13,56,118,21,0,4,20,77.98361139081011,0.03819953589427938,1,0,4,1,0,0,1,1601.8275026096917,0.0
ECOM_4931,NA,Mobile,67,23,56,103,22,3,14,20,23.100478072599877,0.8913475732913752,3,0,4,1,0,0,0,353.4335416331923,69.30143421779962
ECOM_4932,EU,Mobile,60,22,50,120,3,4,10,15,135.26159090493823,0.40240845578328344,2,1,3,1,0,0,1,1995.6964726273832,324.62781817185174
ECOM_4933,NA,Mobile,44,17,48,104,0,4,8,17,21.82766490604924,0.040088440213569165,0,1,2,0,0,0,1,335.93575318955493,52.38639577451817
ECOM_4934,EU,Desktop,13,20,52,116,36,3,8,16,89.25412330382764,0.6912024840866595,1,1,3,0,0,0,1,1331.2607200780674,160.65742194688974
ECOM_4935,NA,Desktop,59,22,51,108,15,1,5,11,69.16616418190108,0.7191044238517651,2,0,2,2,0,0,1,867.6643053613761,41.49969850914065
ECOM_4936,EU,Mobile,14,23,51,108,24,3,6,8,55.69020160691046,0.9023410415042412,0,0,4,1,0,0,0,495.9873524445742,167.07060482073138
ECOM_4937,APAC,Desktop,65,15,71,106,21,1,7,13,333.33758436266487,0.03540991445921171,0,0,2,3,1,0,0,4352.897775328335,333.33758436266487
ECOM_4938,EU,Mobile,36,12,58,112,42,5,7,12,60.18985690443318,0.35778180609918286,0,0,3,0,0,0,1,724.1236283680115,180.56957071329953
ECOM_4939,APAC,Mobile,38,25,46,110,32,5,6,25,227.08920398901284,0.0500782695826818,0,0,4,0,1,1,0,5792.056274911306,1135.446019945064
ECOM_4940,APAC,Mobile,58,18,59,119,7,4,3,9,95.76545085356152,0.4441101634430914,0,1,5,2,0,1,1,928.9217098978284,229.83708204854764
ECOM_4941,EU,Desktop,22,16,42,110,21,6,9,13,57.237165849940425,0.2620716542847914,2,0,4,2,0,0,1,780.2318003759351,206.05379705978552
ECOM_4942,APAC,Mobile,21,17,55,112,43,1,7,13,13.71942484032588,0.9831395624083535,0,1,3,0,1,0,0,201.53668412339798,13.71942484032588
ECOM_4943,EU,Mobile,54,15,56,122,19,5,9,13,45.88346406227706,0.3290998385115277,0,0,3,0,0,0,1,528.5879425399675,137.65039218683117
ECOM_4944,NA,Mobile,5,25,64,107,25,4,13,16,12.01242922030785,0.8157278375814491,0,1,5,0,0,1,1,207.7955328449524,28.829830128738838
ECOM_4945,APAC,Mobile,32,16,43,118,0,1,2,19,160.91234835065336,0.18764668406667873,0,0,3,2,0,0,0,3133.917246014078,160.91234835065336
ECOM_4946,EU,Desktop,19,17,51,98,26,4,8,22,143.86347601603396,0.7849038256036921,0,0,5,0,1,0,1,3257.8501594074833,345.2723424384815
ECOM_4947,NA,Mobile,56,22,66,112,14,1,5,25,90.65396101065626,0.16872623143895016,2,0,2,0,1,1,0,2308.217070602867,90.65396101065626
ECOM_4948,EU,Desktop,39,14,50,107,44,2,4,13,124.28632315263884,0.711677557148949,0,0,5,0,0,1,1,1607.774576675447,149.1435877831666
ECOM_4949,NA,Desktop,48,26,47,99,44,1,11,10,244.96849000671529,0.3866730934341017,0,1,3,0,0,0,1,2366.902191926988,146.98109400402916
ECOM_4950,APAC,Desktop,21,21,40,108,17,5,6,7,32.45906163114129,0.2676675781452722,1,0,2,1,0,1,0,89.66082346503174,162.29530815570644
ECOM_4951,NA,Mobile,28,21,48,110,21,1,7,25,196.03669167406332,0.2535928328220557,1,1,1,1,0,1,0,4817.135049069419,196.03669167406332
ECOM_4952,NA,Mobile,8,18,67,99,43,2,7,13,58.252807956752456,0.6145508049096067,2,0,5,1,0,0,0,730.4395860858311,116.50561591350491
ECOM_4953,NA,Mobile,27,14,44,110,15,5,11,9,27.834034382161164,0.7502297682759087,0,0,5,0,0,0,1,206.703695652056,83.50210314648349
ECOM_4954,EU,Mobile,71,16,54,115,23,5,8,17,69.38070185302638,0.12671420234176922,2,0,1,0,0,0,1,1220.752925695009,208.14210555907914
ECOM_4955,EU,Mobile,40,18,50,105,24,4,5,11,122.29280156035848,0.13885195735714428,1,0,5,0,0,0,1,1385.2719173352286,293.50272374486036
ECOM_4956,NA,Mobile,52,21,57,105,38,1,12,24,193.9351722858856,0.33681876687198165,2,0,5,2,0,0,0,4652.836825738649,193.9351722858856
ECOM_4957,NA,Mobile,1,23,51,88,22,3,2,12,82.20315789230646,0.3649900652494661,1,1,4,2,1,1,0,857.942500915183,246.60947367691938
ECOM_4958,APAC,Mobile,57,18,59,113,22,5,10,12,20.414477352906317,0.5981221642004251,0,0,4,0,0,1,1,159.45967057457588,61.24343205871895
ECOM_4959,NA,Desktop,15,22,55,94,7,6,5,16,57.534320584682476,0.959915923236196,1,1,5,1,1,0,1,850.5720526774455,207.12355410485694
ECOM_4960,NA,Mobile,32,22,67,134,33,3,9,13,226.85689491370127,0.7778277984569769,0,0,1,0,1,0,0,3051.0224491859112,680.5706847411038
ECOM_4961,APAC,Mobile,21,16,66,112,23,1,8,17,90.84991728235109,0.7413157742152358,1,0,4,0,1,0,1,1556.8254787132157,54.50995036941065
ECOM_4962,NA,Mobile,39,29,62,118,8,2,7,18,281.1012238105918,0.016960606731888817,1,0,5,0,1,0,1,5010.395855879551,337.32146857271016
ECOM_4963,NA,Mobile,44,19,55,118,21,1,7,13,127.23477946753484,0.6998886096198275,1,0,4,1,0,0,0,1527.5693556829485,127.23477946753484
ECOM_4964,NA,Mobile,66,21,47,109,20,2,9,14,78.09240608033049,0.682802810291631,0,0,3,1,0,0,1,1122.3253935932476,93.71088729639659
ECOM_4965,NA,Mobile,56,25,48,83,43,3,5,9,28.914741661187627,0.8475862531775522,0,0,3,0,1,1,1,248.0170156400881,52.04653499013772
ECOM_4966,APAC,Mobile,27,20,54,111,20,3,8,12,36.68845143213949,0.0825074406561056,1,0,5,0,1,0,1,539.0761788730368,66.03921257785107
ECOM_4967,NA,Desktop,61,20,54,117,27,1,3,10,176.9720582255263,0.6045896549831614,1,0,4,2,1,0,0,1924.3926586369705,176.9720582255263
ECOM_4968,EU,Desktop,48,20,41,113,26,4,4,16,47.98995468673815,0.8338277936806802,0,0,4,1,1,0,1,716.8814294990767,115.17589124817157
ECOM_4969,EU,Desktop,55,17,46,113,31,2,9,11,160.3960021699918,0.0240720305543618,2,0,2,1,1,1,1,1893.9007121688594,192.47520260399014
ECOM_4970,APAC,Desktop,37,14,55,105,28,4,10,11,15.04722478420645,0.9013725640368829,0,0,3,0,1,1,1,205.20513225379278,36.11333948209548
ECOM_4971,EU,Mobile,48,19,61,104,30,2,5,12,108.84838617312703,0.421383555836896,0,0,1,0,0,1,1,1358.1003474264874,130.61806340775243
ECOM_4972,NA,Mobile,39,13,49,132,12,7,9,11,73.84129866146289,0.1366919851629912,2,1,4,0,0,1,1,685.7444698183505,310.1334543781441
ECOM_4973,APAC,Desktop,43,19,49,109,7,8,7,12,81.19341961191635,0.5202340870930429,0,0,5,1,0,0,0,968.7933628555725,649.5473568953308
ECOM_4974,APAC,Desktop,28,17,62,108,27,4,5,10,168.64252485361487,0.8722282245915803,4,0,2,3,0,0,1,1676.9566127137425,404.7420596486757
ECOM_4975,APAC,Mobile,61,20,45,107,17,2,11,9,64.57500868440727,0.1611708361901989,1,0,1,0,0,0,1,438.9222985605833,77.49001042128872
ECOM_4976,APAC,Mobile,27,17,66,118,25,2,8,21,152.37334770916178,0.9477289667382242,0,0,5,1,1,1,1,3151.645640548596,182.84801725099413
ECOM_4977,EU,Mobile,10,19,51,117,12,4,5,20,267.8873412465274,0.6072089851081016,3,1,4,3,0,0,1,5291.6601947602885,642.9296189916657
ECOM_4978,EU,Mobile,11,23,45,111,17,3,4,13,75.3697226639734,0.9222458257479721,1,0,3,0,0,0,0,930.3051874194223,226.10916799192023
ECOM_4979,EU,Mobile,45,17,57,109,14,3,7,14,34.92895436505186,0.6283505907871823,1,0,3,1,1,1,1,516.4384853688613,62.87211785709334
ECOM_4980,APAC,Mobile,65,17,51,112,31,3,5,13,148.34586345080638,0.1364508653196952,0,0,5,1,0,0,0,1935.6884511626736,445.0375903524191
ECOM_4981,EU,Desktop,70,11,66,106,9,3,13,6,91.1199313307785,0.3316033451203747,0,1,3,1,1,0,1,603.3504015586634,164.01587639540128
ECOM_4982,EU,Mobile,65,12,57,118,17,2,10,21,105.68839605904168,0.2777866976630998,0,1,5,2,0,0,0,2200.4450616612976,211.37679211808336
ECOM_4983,NA,Mobile,42,18,49,120,22,4,3,12,152.39348634731206,0.6806754958631103,1,0,3,1,1,0,1,1799.1848276265735,365.7443672335489
ECOM_4984,EU,Mobile,40,20,73,105,37,5,7,12,75.3174716446621,0.31109283392070863,1,1,2,0,0,0,0,946.7465908762301,376.5873582233105
ECOM_4985,NA,Desktop,55,15,68,116,30,0,7,16,59.648551560036694,0.5292890501584752,1,0,1,2,0,0,1,861.9495377615656,0.0
ECOM_4986,NA,Mobile,3,14,63,121,40,2,9,11,97.67761995941098,0.31457265346246177,3,0,1,0,1,1,0,1138.619701280827,195.35523991882195
ECOM_4987,APAC,Mobile,11,22,56,95,35,1,7,12,42.92706078489369,0.7699483491514564,1,0,5,1,0,1,1,505.5869088205817,25.756236470936212
ECOM_4988,APAC,Mobile,17,18,55,110,40,3,6,19,194.9009429496201,0.38317985759653606,1,0,2,1,1,0,0,3713.9036379356244,584.7028288488602
ECOM_4989,APAC,Mobile,20,18,49,118,23,2,4,17,21.72070595864531,0.775143331309889,0,0,3,0,0,0,1,323.62544817901085,26.064847150374373
